Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,TSU,Racing Bulls,Q3,91.638,9.0,24.28,27.527,39.831,5.0,SOFT,False,285.0,278.0,272.0,331.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ALB,Williams,Q3,91.706,10.0,24.246,27.654,39.806,5.0,SOFT,False,284.0,278.0,273.0,329.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,PIA,McLaren,Q1,87.687,3.0,30.69,39.542,17.455,5.0,SOFT,False,287.0,301.0,271.0,295.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,RUS,Mercedes,Q1,87.843,5.0,30.738,39.662,17.443,5.0,SOFT,False,288.0,304.0,273.0,297.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,NOR,McLaren,Q1,87.845,2.0,30.61,39.725,17.51,5.0,SOFT,True,288.0,303.0,272.0,299.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,LEC,Ferrari,Q1,87.92,4.0,30.67,39.841,17.409,5.0,SOFT,False,289.0,300.0,271.0,296.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,HAM,Ferrari,Q1,87.942,8.0,30.673,39.776,17.493,5.0,SOFT,True,289.0,300.0,272.0,297.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,VER,Red Bull Racing,Q1,87.943,1.0,30.696,39.718,17.529,5.0,SOFT,False,288.0,299.0,270.0,297.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,TSU,Red Bull Racing,Q1,87.967,15.0,30.839,39.679,17.449,2.0,SOFT,True,285.0,296.0,270.0,296.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,ANT,Mercedes,Q1,87.968,6.0,30.9,39.685,17.383,2.0,SOFT,True,287.0,304.0,270.0,297.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
2025,3,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2025 ,GAS,Alpine,Q1,88.186,11.0,30.666,40.091,17.429,2.0,SOFT,True,286.0,297.0,270.0,295.0,14.7,32.3,59.0,1013.3,3.0,0.0,1,0
